season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq2a_1,vq2a_2,vq2a_3,vq2a_4,vq2a_5,vq17,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17_6,vq17_7,vq17_8,vq17_9,vq17_10,vq17_11,vq17_12,vq17_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq18a_1,vq18a_2,vq18a_3,vq18a_4,vq18a_5,vq18b_1,vq18b_2,vq18b_3,vq18b_4,vq18b5,vq18_1,vq18_1a_1,vq18_1a_2,vq18_1a_3,vq18_1a_4,vq18_1a_5,vq18_1a_6,vq19,vq19a,vq19_1,vq19_1a_1,vq19_1a_2,vq19_1a_3,vq19_1a_4,vq19_1a_5,vq19_1a_6,vq20,vq21,vq31,vb1,vb2,vb3,vb4,vb5,vb6,vb7,q1_year,weight
4,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,10,5,11,2,3,20,2,0,0.6525
4,0,0,0,0,0,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,3,,1,,,,,,,0,,6,11,4,3,2,8,9,1,0,0.727793
4,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,11,2,,,,,,,,,,6,9,1,11,4,1,20,2,0,0.630008
4,0,0,0,0,0,0,12,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,,,,,,,,,,4,,2,1,5,6,7,8,,0,,6,4,5,4,1,6,9,1,1,1.644116
4,5,0,1,0,1,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,2,1,6,,,,,12,,2,6,7,8,,,,0,,6,11,3,13,2,9,11,2,1,0.797535
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,2,3,4,5,6,4,,2,3,,,,,,0,,6,5,5,7,1,5,12,1,1,1.622454
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,1,,,,,,,0,,6,6,5,5,2,7,19,2,0,0.903842
4,1,0,1,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,1,,,,,,,3,,1,,,,,,,0,,6,4,6,5,2,9,12,1,1,1.650764
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,,2,6,,,,,,12,,1,,,,,,,0,,6,8,3,4,2,5,9,1,1,1.09473
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,0,,6,6,6,1,2,9,9,2,1,0.892471
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,9,2,7,2,4,12,1,1,0.76932
4,1,1,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,5,6,,,,,11,2,,,,,,,,,,6,11,3,13,2,6,20,1,1,0.729458
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,7,5,3,2,8,9,2,0,0.774772
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,5,5,11,2,1,9,2,0,1.056259
4,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,11,1,,,,,,,,,,6,8,6,13,2,5,8,2,0,0.785356
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,0,,6,9,5,13,4,6,20,2,1,0.630008
4,2,1,0,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,3,5,,,,,3,,2,5,6,8,,,,0,,6,8,3,1,2,7,9,1,1,1.09473
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,4,5,6,7,8,,0,,6,1,2,14,1,2,8,2,1,3.381411
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,0,,6,2,3,14,1,2,20,1,1,1.581233
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,2,3,4,5,6,7,8,0,,6,2,4,14,1,1,8,2,0,1.294289
4,1,0,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,7,3,7,2,3,15,1,1,1.091264
4,2,0,1,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,1,4,,,,,12,,1,,,,,,,0,,6,8,5,11,2,1,20,2,1,0.776544
4,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,9,2,9,3,7,20,1,0,0.767974
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,1,,,,,,,9,,1,,,,,,,0,,6,9,4,11,2,1,20,2,1,0.630008
4,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7,,2,2,,,,,,0,,6,11,1,11,2,3,10,2,1,0.802341
4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,11,1,11,2,1,4,2,1,0.805165
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,8,,1,,,,,,,0,,6,11,1,7,2,4,5,1,0,0.729338
4,5,0,3,2,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,0,,6,7,4,1,2,8,6,1,1,1.097949
4,5,3,2,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,13,,1,,,,,,,0,,6,5,5,3,2,8,6,1,1,1.620671
4,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,11,1,,,,,,,,,,6,2,5,14,1,1,9,2,1,1.276845
4,2,0,2,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,12,,2,5,6,7,,,,0,,6,6,4,11,2,2,5,2,1,0.894365
4,3,1,2,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,,,,,,5,,2,6,7,8,,,,0,,6,6,3,7,1,5,7,1,1,1.464761
4,3,1,2,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,2,3,5,,,,,0,,6,6,4,6,2,6,12,2,1,0.89608
4,4,0,0,0,4,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,1,,,,,,,0,,6,7,5,2,2,10,4,2,1,0.781067
4,3,0,3,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,1,1,14,1,1,20,2,1,3.343467
4,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,11,1,,,,,,,,,,6,11,4,13,2,5,6,1,1,0.729933
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,2,,,,,,,,,,6,11,1,11,2,2,4,2,1,0.805165
4,10,10,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,12,,2,1,2,6,8,,,0,,6,5,5,5,1,5,4,2,1,1.064841
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,4,,1,,,,,,,0,,6,1,2,14,1,1,4,2,1,3.362942
4,6,5,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,1,,,,,,,0,,6,3,5,14,1,2,6,2,1,1.122987
4,10,10,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,2,4,5,6,,,11,1,,,,,,,,,,6,10,5,2,2,10,6,1,1,0.682746
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,1,,,,,,,0,,1,3,5,4,1,2,8,1,0,1.585305
4,3,1,2,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,2,2,6,,,,,12,,2,5,,,,,,0,,6,11,3,13,2,6,10,1,1,0.731133
4,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,1,,,,,,,0,,6,7,5,6,1,5,14,2,1,0.776137
4,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,4,,1,,,,,,,0,,6,9,3,11,2,1,4,2,0,0.633677
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,3,,1,,,,,,,0,,6,6,3,11,2,2,10,2,1,0.896567
4,2,2,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,6,,,,,,4,,1,,,,,,,0,,6,4,3,7,1,7,11,1,1,1.641767
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,11,2,,,,,,,,,,6,7,3,11,2,1,14,2,1,0.776137
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,1,5,6,7,8,,0,,6,6,4,11,2,1,4,2,1,0.899723
4,3,0,2,0,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,2,5,6,,,,2,,2,5,6,7,8,,,0,,6,5,4,5,2,6,6,1,1,1.620671
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,1,2,14,1,1,6,2,0,3.345646
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,6,3,5,2,8,12,1,0,1.460877
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,2,,1,,,,,,,0,,6,9,3,11,2,7,4,2,1,0.633677
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,2,,,,,,2,,2,1,3,5,6,,,0,,6,4,5,12,1,2,6,1,1,1.64895
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,4,,2,4,6,7,,,,0,,6,3,5,6,1,5,8,1,1,1.585305
4,0,0,0,0,0,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,11,1,,,,,,,,,,6,9,3,13,4,1,6,1,1,0.768474
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,2,4,14,1,3,10,2,0,1.282704
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,2,3,4,5,6,4,,1,,,,,,,0,,6,10,3,11,2,2,4,2,1,0.6563
4,1,0,0,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,2,,,,,,,,,,6,8,3,6,3,8,9,1,1,1.09473
4,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,4,,1,,,,,,,0,,6,11,1,13,4,2,4,1,0,0.733707
4,1,1,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,1,,,,,,,2,,2,3,,,,,,0,,6,6,4,11,2,10,6,2,1,0.895095
4,3,1,0,2,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,4,,,,1,,,,,,,12,,1,,,,,,,0,,6,8,3,11,2,1,9,2,1,0.774772
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,,2,2,6,,,,,11,2,,,,,,,,,,6,5,5,3,1,10,10,1,1,1.623335
4,6,6,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,3,4,6,1,,,,,,,11,1,,,,,,,,,,6,7,3,6,2,6,11,1,1,1.093166
4,3,0,3,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,0,,6,11,2,13,4,7,6,1,1,0.729933
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,1,,,,,,,0,,2,5,6,2,1,8,6,2,1,1.059365
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,2,2,3,5,6,,,3,,1,,,,,,,0,,6,8,5,6,2,7,6,1,1,1.097949
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,1,2,5,6,7,8,0,,6,6,4,3,2,8,8,2,1,0.904664
4,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,1,,,,,,,0,,6,11,2,11,2,2,12,2,0,0.801905
4,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,1,,,,,,,0,,6,11,2,13,2,2,14,1,0,0.729076
4,1,0,0,0,1,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,4,,,1,,,,,,,12,,1,,,,,,,0,,6,10,2,11,2,2,15,2,1,0.64895
4,2,0,2,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,7,,1,,,,,,,0,,6,11,1,13,2,4,5,1,1,0.729338
4,1,0,1,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,0,,6,9,2,11,2,3,6,2,1,0.630418
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,1,,,,,,,0,,6,7,3,2,2,10,6,2,1,0.77705
4,0,0,0,0,0,0,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,4,,1,,,,,,,0,,6,7,3,6,2,6,6,1,1,1.097949
4,1,0,0,1,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,3,,2,4,5,6,7,8,,0,,6,5,5,6,2,8,19,1,1,1.636508
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,1,,,,,,,0,,6,3,5,5,1,2,4,2,1,1.128793
4,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,1,,,,,,,0,,6,11,1,11,2,2,4,2,0,0.805165
4,2,2,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,1,2,3,4,5,6,3,,1,,,,,,,0,,6,8,2,11,2,3,9,2,1,0.774772
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,2,,,,,,,,,,6,9,2,6,2,7,10,1,1,0.769738
4,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,6,11,2,13,4,1,14,1,0,0.729076
4,2,2,0,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,,,,1,,,,,,,11,1,,,,,,,,,,6,6,3,8,2,6,16,1,1,1.450571
4,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,7,,1,,,,,,,0,,6,6,5,5,2,6,16,1,0,1.450571
4,0,0,0,0,0,0,12,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,4,,,,,,,,,,,4,,2,5,6,7,8,,,0,,6,7,4,4,2,8,4,1,0,1.103625
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,1,,,,,,,,,,6,9,3,8,2,4,5,2,1,0.629904
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,5,6,,,,,0,,6,2,3,14,1,2,22,1,0,0.199781
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,2,2,6,7,8,,,0,,6,11,1,7,2,3,14,1,1,0.729076
4,2,2,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,2,5,,,,,,0,,6,8,3,11,2,1,16,2,1,0.772417
4,1,1,0,0,0,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,0,,6,10,1,6,2,3,4,2,1,0.6563
4,1,1,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,3,,2,1,6,7,8,,,0,,6,9,1,11,4,4,5,2,1,0.629904
4,10,9,1,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,11,1,,,,,,,,,,6,6,4,5,2,6,5,2,1,0.894365
4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,2,3,7,,,,,0,,1,10,3,6,2,2,5,2,1,0.652393
4,3,3,0,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,12,,1,,,,,,,0,,6,7,4,3,1,8,6,1,1,1.097949
4,0,0,0,0,0,0,12,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,3,,,,,,,,,,,12,,1,,,,,,,0,,1,7,4,11,2,1,6,2,0,0.77705
4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7,,1,,,,,,,0,,6,11,1,11,4,3,6,2,1,0.801024
4,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,2,2,6,7,8,,,0,,2,9,3,5,2,7,12,2,1,0.631112
