no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
12119,732,93218949,2,110,109,1,2,1,2,3,4,5,7, , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,15,1,4,4, , , , ,1,7,1,1, , , , , ,11,6,13,2,8,10,1,1.28446315697156
13095,839,92128152,3,4,3,1,1,1, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,8,1,1, , , , , ,5,5,8,1,6,3,1,2.18510809254805
18388,1411,92102388,4,15,14,1,1,1, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,1, , , , , ,7,4,1,1, , , , , ,11,1,13,2,7,1,2,.544234142824992
24350,2093,95228575,4,4,3,1,1,1,2, , , , , , , , ,2, , , , ,4, , , , , ,1,2,4,6, , ,2,99, , , ,4,1,1, , , , , ,1,9,1,1, , , , , ,5,6,3,2,8,20,1,3.06988052256323
1618,89,92124386,1,14,13,1,1,2,4, , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,20,1,1, , , , , ,1,11,1,1, , , , , ,9,4,2,2,10,1,1,.672492070444528
2400,123,92138091,1,15,14,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,1, , , , , ,10,11,1,1, , , , , ,7,3,4,2,10,3,1,.717480793108063
3156,156,92204122,1,17,16,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,13,1,4,4, , , , ,1,6,5,1, , , , , ,9,3,13,2,1,4,1,1.12882123316863
4501,205,92228263,1,6,5,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,1, , , , , ,1,1,1,1, , , , , ,10,6,13,2,8,18,1,.491560437083759
5097,229,92238847,1,4,3,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,8,4, , , , ,1,3,1,1, , , , , ,6,6,12,2,7,21,1,1.11591877627939
6323,291,92102168,2,6,5,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,12,1,14,4, , , , ,1,9,1,1, , , , , ,6,3,5,2,7,19,2,.718825267430093
6624,319,92109468,2,14,13,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,7,4, , , , ,7,11,1,1, , , , , ,9,5,2,2,7,19,1,1.17634556337404
6660,323,92110128,2,4,3,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,3,1,5,4, , , , ,1,4,1,1, , , , , ,6,5,3,2,8,19,1,1.67965262172972
6763,329,92112543,2,45,44,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,1,1,1, , , , , ,1,8,1,1, , , , , ,11,3,13,2,5,1,2,1.07808566477019
6775,331,92112840,2,20,19,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,7,1,1, , , , , ,1,4,1,1, , , , , ,11,2,13,2,9,19,1,1.1587454876713
7256,367,92126374,2,3,2,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,5,1,1, , , , , ,1,13,1,1, , , , , ,6,4,3,2,8,19,1,1.31297125505635
7460,388,92132720,2,20,19,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,1, , , , , ,1,1,1,1, , , , , ,5,5,3,2,10,3,2,2.91520562256569
7692,403,92140302,2,5,4,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,1,1, , , ,1,1,13,1,2,3,4,5,9,7,1,1, , , , , ,5,5,11,2,5,3,2,1.19088081772625
7694,404,92140428,2,6,5,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,1, , , , , ,1,3,1,1, , , , , ,8,5,11,2,6,19,2,.671291506724459
7713,406,92141294,2,4,3,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,1, , , , , ,9,9,1,1, , , , , ,8,5,4,2,10,3,2,.820402961727521
8408,456,92214602,2,4,3,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,8,1,5,3,4, , , ,1,1,1,1, , , , , ,6,5,4,2,8,18,2,.928440344273061
8461,457,92216668,2,8,7,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,10,4, , , , ,4,8,1,1, , , , , ,5,5,4,2,6,16,1,3.12327632450151
8783,481,92226779,2,2,1,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,4, , , , ,2,99, , , ,2,1,1, , , , , ,1,3,1,1, , , , , ,8,3,8,2,9,21,1,4.36977584508793
9201,506,92238847,2,3,2,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,2,1,1, , , , , ,1,3,1,1, , , , , ,6,6,1,2,8,21,1,1.11531724279943
9533,524,92250149,2,5,4,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,7,1,1, , , , , ,7,5,6,1,5,18,1,.833737830586979
11503,680,93208367,2,7,6,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,9,1,1, , , , , ,1,11,1,1, , , , , ,8,5,13,2,9,9,1,1.01160255591792
12316,744,92100989,3,14,13,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,7, , , ,2,99, , , ,12,1,3,5, , , , ,10,9,1,1, , , , , ,5,5,3,2,8,6,1,1.8096219387182
12616,784,92110629,3,5,4,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,1, , , , , ,7,9,1,1, , , , , ,7,6,11,2,1,19,2,.629764386967717
12679,791,92112543,3,2,1,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,2,1,1, , , , , ,1,7,1,1, , , , , ,11,3,13,2,5,1,2,1.18627400729846
12805,807,92117942,3,8,7,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,5,4, , , , ,8,8,1,1, , , , , ,10,6,2,3,6,19,1,.421669747084209
12941,823,92122773,3,31,30,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,11,1,13,4, , , , ,1,6,1,1, , , , , ,6,3,5,2,6,1,2,.952841881594267
13362,864,92139571,3,30,29,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,1,1,1, , , , , ,1,7,1,1, , , , , ,7,3,8,1,2,6,1,1.01122836991057
13377,866,92140302,3,5,4,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,4,4,5, , , ,8,11,1,1, , , , , ,6,5,11,2,5,3,2,.654293791651507
13944,928,92214602,3,15,14,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,14,1,1, , , , , ,88,7,1,1, , , , , ,6,5,11,2,5,18,2,.885307738227041
14477,980,92235968,3,9,8,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,7,1,1, , , , , ,1,8,1,1, , , , , ,7,5,4,2,6,18,1,1.01632114488232
14554,987,92238847,3,3,2,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,2,1,6,4, , , , ,1,4,1,1, , , , , ,6,6,12,2,7,21,1,1.00624183397676
15220,1058,94101968,3,5,4,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,3, , , ,2,99, , , ,5,1,1, , , , , ,8,7,1,1, , , , , ,9,2,6,2,6,1,1,.439830087154179
15356,1074,94104680,3,15,14,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,11,1,4,4, , , , ,1,9,1,1, , , , , ,5,5,6,1,7,3,1,1.90279730719297
15410,1081,94105629,3,4,3,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,4, , , , ,2,99, , , ,5,1,1, , , , , ,9,10,1,1, , , , , ,8,3,3,2,9,3,1,1.13650432776547
15453,1088,94106283,3,5,4,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,7,1,1, , , , , ,8,4,1,1, , , , , ,5,5,4,1,8,1,2,1.20815977018959
15840,1135,94202442,3,14,13,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,88,1,1, , , , , ,1,5,1,1, , , , , ,2,2,14,1,1,22,2,.688170977474122
16000,1157,94204631,3,2,1,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,1,1,6,4, , , , ,1,4,1,1, , , , , ,11,3,13,2,7,21,1,.910271055317404
16028,1161,94204920,3,3,2,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,3, , , , ,2,99, , , ,2,1,1, , , , , ,7,3,1,1, , , , , ,8,6,1,3,10,22,2,.0855982962027659
16179,1180,94206794,3,14,13,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,5,1,8,4, , , , ,1,11,1,1, , , , , ,5,4,11,2,1,7,2,1.48470323214737
16253,1193,94207863,3,14,13,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,6, , , ,2,99, , , ,8,1,8,4,5, , , ,11,10,1,1, , , , , ,11,6,13,2,7,1,1,.530766139590213
17443,1323,94227056,3,31,30,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,12,1,1, , , , , ,1,1,1,1, , , , , ,11,5,13,2,10,1,2,.663513689562443
17887,1357,94235434,3,30,29,1,1,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,6, , , ,2,99, , , ,10,1,6,4,5, , , ,1,7,2,1, , , , , ,3,5,14,1,2,20,1,2.95892746595454
18073,1371,94238894,3,2,1,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,1,1,1, , , , , ,1,3,1,1, , , , , ,9,3,6,3,10,21,2,.862118051564171
18090,1378,94239283,3,4,3,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,10,4, , , , ,11,12,1,1, , , , , ,6,6,4,2,8,18,1,1.23912129211981
18248,1395,94243138,3,12,11,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,88,1,1, , , , , ,1,3,1,1, , , , , ,11,1,11,2,2,21,2,.551386129229155
18291,1397,94244467,3,10,9,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,3, , , ,2,99, , , ,7,1,1, , , , , ,1,11,1,1, , , , , ,10,5,13,2,6,22,1,.0594143338738063
18423,1415,92103770,4,5,4,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,2,1,1, , , , , ,1,4,1,1, , , , , ,9,5,13,2,10,1,2,.38323674937285
18590,1435,92109468,4,14,13,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,4,1,12,3, , , , ,5,3,1,1, , , , , ,9,5,2,2,8,19,1,.690132187623896
18825,1473,92117942,4,10,9,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,7,1,5,4, , , , ,7,8,1,1, , , , , ,10,6,13,3,7,19,1,.594396774588031
19397,1550,92140302,4,3,2,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,2,1,3,4, , , , ,7,7,1,1, , , , , ,5,5,11,2,5,3,2,2.00749367970041
19774,1598,92207912,4,3,2,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,5,4, , , , ,5,5,1,1, , , , , ,5,6,3,4,8,16,1,2.53370998122366
20091,1629,92219961,4,15,14,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,1, , , , , ,1,9,1,1, , , , , ,8,2,6,2,5,12,2,.588117473104266
20240,1636,92226779,4,2,1,3, ,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,1,1,1, , , , , ,1,3,1,1, , , , , ,8,3,8,2,9,21,1,3.71504912926721
20434,1659,92234307,4,21,20,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,6, , , ,2,99, , , ,12,1,11,4, , , , ,1,1,1,1, , , , , ,6,5,2,2,10,15,2,1.65125616986281
20520,1670,92237505,4,21,20,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,9,1,1, , , , , ,1,88,1,1, , , , , ,7,4,11,2,7,20,2,1.13606242811323
20801,1698,92250586,4,30,29,1,2,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4,7, , ,2,99, , , ,5,1,4,2,3,4, , ,1,9,1,1, , , , , ,6,4,12,2,7,4,1,2.24910515959465
21696,1796,95110076,4,5,4,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,6,1,1, , , , , ,1,3,1,1, , , , , ,8,6,2,2,10,16,1,.682993895808126
22009,1843,95115231,4,3,2,1,2,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,1, , , , , ,1,7,1,1, , , , , ,5,5,2,2,10,3,2,2.00749367970041
22598,1916,95126966,4,3,2,1,1,2, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,4,1,1, , , , , ,1,9,1,1, , , , , ,7,6,2,2,10,19,1,1.30884506923472
22915,1951,95202511,4,40,39,1,2,2,4, , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,22,1,1, , , , , ,7,6,1,1, , , , , ,9,5,13,2,7,20,1,1.90108510717572
23231,1989,95207375,4,2,1,3, ,2, , , , , , , , , ,3, , , , ,4, , , , , ,1,3, , , , ,2,99, , , ,1,1,1, , , , , ,1,3,1,1, , , , , ,9,6,13,2,8,21,2,2.0246873339835
22632,1920,95127697,4,2,1,1,1,3, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,1,1,1, , , , , ,1,4,1,1, , , , , ,9,4,13,2,5,3,1,2.83417871728435
7160,357,92123869,2,3,2,1,1,4,11, , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,5,1,1, , , , , ,11,13,1,1, , , , , ,10,3,13,2,7,2,1,.634823405501813
16620,1238,94213911,3,7,6,1,1,4, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,1, , , , , ,1,88,1,1, , , , , ,7,4,6,2,7,3,2,.527473695114124
21944,1831,95114244,4,4,3,1,1,4, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,6,1,1, , , , , ,1,11,1,1, , , , , ,6,4,6,2,10,16,2,1.56810613601433
23297,1994,95208529,4,10,9,1,1,4,5, , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,7,1,1, , , , , ,3,9,1,1, , , , , ,6,3,5,2,5,7,2,.925564447280477
365,21,92105168,1,5,4,1,1,5, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,7,1,1, , , , , ,1,1,1,1, , , , , ,6,5,6,1,6,1,1,.975393618336965
565,36,92107962,1,21,20,1,1,5, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,1, , , , , ,9,3,1,1, , , , , ,9,4,9,2,5,3,1,1.12669253056056
6467,306,92105814,2,6,5,1,1,5,6, , , , , , , , ,3, , , , ,4, , , , , ,1,2,3,4,5,6,2,99, , , ,4,1,1, , , , , ,1,3,1,1, , , , , ,9,6,13,2,8,1,2,.386624903900309
8265,450,92210523,2,5,4,1,1,5, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,11,1,10,4, , , , ,1,7,1,1, , , , , ,7,5,13,2,7,16,2,.462174257356622
12329,746,92101429,3,6,5,1,1,5, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,88,3,1,1, , , , , ,5,5,3,1,8,19,1,1.47588409041156
16047,1164,94205141,3,8,7,1,1,5, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,1, , , , , ,1,9,1,1, , , , , ,9,5,11,4,1,1,2,.352979783472861
19283,1535,92135018,4,12,11,1,1,5, , , , , , , , , ,3, , , , ,4, , , , , ,1,6, , , , ,2,99, , , ,5,1,8,4, , , , ,8,11,1,1, , , , , ,9,5,13,2,8,19,2,.496561232210173
21301,1753,95103614,4,4,3,1,1,5, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,12,1,1, , , , , ,1,11,1,1, , , , , ,7,4,4,2,8,3,2,1.08345370908331
171,9,92102445,1,5,4,1,1,6, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4,6, , ,2,99, , , ,8,1,1, , , , , ,7,11,1,1, , , , , ,9,4,11,2,5,19,2,.423827105820042
171,10,92102445,1,7,6,1,1,6, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4,6, , ,2,99, , , ,9,1,1, , , , , ,1,11,1,1, , , , , ,9,4,11,2,5,19,2,.456582618158076
4012,186,92219333,1,4,3,1,1,6, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,1, , , , , ,1,88,1,1, , , , , ,11,1,11,4,2,5,2,.603440073532453
4299,199,92224526,1,5,4,1,2,6, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,1, , , , , ,5,11,2,1, , , , , ,9,3,6,2,5,16,2,.423457556601595
6335,293,92102445,2,7,6,1,1,6, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,14,1,2, , , ,1,9,1,1, , , , , ,9,4,11,2,5,19,2,.410694168141845
6997,346,92119442,2,14,13,1,1,6, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,1, , , , , ,1,3,1,1, , , , , ,11,3,13,2,7,1,2,.645345975633429
8549,463,92219181,2,3,2,1,1,6, , , , , , , , , ,2, , , , ,4, , , , , ,1,4, , , , ,2,99, , , ,3,1,1, , , , , ,1,12,1,1, , , , , ,6,5,11,2,2,11,2,.750931133058604
14569,993,92239502,3,30,29,1,2,6, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,11,1,14,4, , , , ,11,13,1,1, , , , , ,10,4,11,2,10,18,2,.621638495038466
16815,1257,94217301,3,3,2,1,1,6, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,8,8,1,1, , , , , ,6,3,2,2,10,18,1,1.12504486579355
22252,1878,95120183,4,4,3,1,1,6, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,8,2,4,5, , ,5,11,1,1, , , , , ,5,5,5,1,7,19,2,2.6286289600274
5285,239,92242246,1,17,15,1,1,7, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,17,1,12,4, , , , ,11,11,1,1, , , , , ,7,5,6,2,7,20,1,.718421663130103
15008,1028,92261492,3,30,29,1,1,7, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,88,1,4,4,5, , , ,88,5,1,1, , , , , ,1,2,14,1,1,11,2,16.5516475460928
20490,1667,92236487,4,7,6,1,1,8, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,6, , , ,2,99, , , ,6,1,11,4,5, , , ,1,7,1,1, , , , , ,10,5,13,2,9,20,1,.578083168710032
10775,619,93115644,2,5,4,1,2,9, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,6,1,1, , , , , ,9,3,13,2,5,3,1,.617300372350302
11130,644,93202036,2,12,11,1,2,9, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,8,1,10,3, , , , ,1,4,1,1, , , , , ,6,2,6,1,4,18,2,.924386990420721
14190,956,92225287,3,16,15,1,2,9, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,4,4, , , , ,1,11,1,1, , , , , ,7,3,3,4,5,18,2,.771419216776982
17216,1299,94223368,3,12,11,1,2,9, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,5,1,1, , , , , ,88,5,1,1, , , , , ,2,3,14,1,1,12,1,6.13258706579906
19114,1512,92128011,4,5,4,1,1,9, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,3,1,8,2,4, , , ,88,9,1,5,2, , , , ,10,1,8,2,6,6,1,.432107024526938
23136,1978,95205917,4,10,9,1,1,9, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,7,1,5,4, , , , ,6,12,1,1, , , , , ,5,5,4,2,10,5,1,1.80120083020863
766,47,92110483,1,7,6,1,1,12, , , , , , , , , ,2, , , , ,4, , , , , ,1,3, , , , ,2,99, , , ,7,1,3,5, , , , ,1,9,3,1, , , , , ,2,3,14,1,5,19,2,5.11359052706275
1562,85,92123563,1,6,5,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,10,4,1,1, , , , , ,7,3,4,2,8,3,1,.700097689380025
1840,99,92127984,1,6,5,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,3,4, , ,2,99, , , ,6,1,6,4,5, , , ,10,2,1,1, , , , , ,5,5,5,2,6,3,2,1.42465969314463
2109,111,92132785,1,13,12,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4,6, , ,2,99, , , ,22,1,6,4,5, , , ,1,1,1,1, , , , , ,7,4,5,2,9,19,2,.615484584859261
2679,137,92144021,1,7,6,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,8,1,1, , , , , ,1,88,1,1, , , , , ,3,5,14,1,2,1,2,1.37999916005925
4223,197,92223047,1,7,6,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,4,1,1, , , , , ,11,5,1,1, , , , , ,8,6,3,2,9,9,1,.70095501441542
9507,522,92249340,2,14,13,1,1,12, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,8,1,4,1,5, , , ,1,1,1,3,4, , , , ,7,4,4,2,7,16,1,1.32693909064932
9621,532,92253492,2,8,7,1,1,12, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,5,1,1, , , , , ,9,11,1,1, , , , , ,7,5,6,2,2,20,1,1.04809000603342
12990,826,92124489,3,5,4,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,4,1,6,4,5, , , ,5,4,1,1, , , , , ,7,3,13,2,7,3,2,.570123565517063
15345,1073,94104407,3,5,4,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,9,1,5,4, , , , ,6,2,1,1, , , , , ,7,4,3,2,5,1,2,.58650620479451
15729,1123,94200567,3,7,6,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,17,1,3,4,5, , , ,1,14,1,1, , , , , ,2,5,6,1,3,16,1,4.48314905572736
15729,1124,94200567,3,5,4,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,8,9,1,1, , , , , ,2,5,6,1,3,16,1,4.84564244259182
16235,1187,94207570,3,5,4,1,1,12, , , , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,6,1,1, , , , , ,11,1,1,1, , , , , ,7,6,1,2,10,6,1,.714339762520442
16367,1205,94209659,3,45,44,1,1,12,15,16, , , , , , , ,3, , , , ,4, , , , , ,1,2,3,4, , ,2,99, , , ,20,1,4,3,4,5, , ,7,1,1,1, , , , , ,4,5,4,1,6,1,2,5.7343704079655
16663,1245,94214601,3,6,5,1,1,12, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,3,4, , ,2,99, , , ,11,1,1, , , , , ,9,7,1,1, , , , , ,8,5,1,2,10,16,2,.513375062141453
17383,1317,94225788,3,6,5,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,17,1,12,4, , , , ,88,88,1,1, , , , , ,11,2,11,2,6,1,2,.433647933748579
20855,1705,92253492,4,7,6,1,2,12, , , , , , , , , ,2, , , , ,4, , , , , ,1,4, , , , ,2,99, , , ,5,1,1, , , , , ,9,7,1,1, , , , , ,7,5,6,2,9,20,1,.886121524775295
22224,1874,95119284,4,6,5,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,3,4,6, ,2,99, , , ,15,1,1, , , , , ,4,6,1,1, , , , , ,9,2,13,2,5,1,2,.492495383643023
22228,1875,95119362,4,24,23,1,1,12, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,10,2, , , , ,1,9,1,1, , , , , ,9,3,11,1,4,14,2,.828873194551408
22740,1931,95130420,4,14,13,1,1,12,21,26, , , , , , , ,2, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,22,1,1, , , , , ,10,9,1,1, , , , , ,8,5,4,2,10,16,1,.830765145025251
22986,1957,95203617,4,5,4,1,2,12, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4,6, , ,2,99, , , ,22,1,1, , , , , ,11,11,1,1, , , , , ,5,5,6,1,10,20,2,1.15392130935802
1439,80,92121449,1,3,2,1,1,13, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,4,1,1, , , , , ,1,3,1,1, , , , , ,5,6,2,1,7,1,2,.89081171676659
3094,155,92203300,1,10,9,1,1,13, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,5,2,4, , , ,1,11,1,1, , , , , ,8,3,1,2,8,13,1,.695307769973668
8476,458,92217114,2,5,4,1,1,13, , , , , , , , , ,2, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,3,5, , , , ,7,1,1,1, , , , , ,6,4,4,2,7,20,2,.525703790045564
18016,1367,94237959,3,3,2,1,2,13, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,5,1,1, , , , , ,1,7,1,1, , , , , ,5,5,11,2,2,16,2,1.5702627544893
